name,isin,symbol
ISHSII-EO STOXX50 X-F.EOA,IE00BD5J2G21,IUSR
DB-XTR.MSCI EMU MN V.1DEO,IE00BDGN9Z19,XMVE
LAM ZYFIN MSCI INDIA A DL,IE00BDHBGX15,INDM
ISHSII-DL TIPS 0-5 U.ETF,IE00BDQYWQ65,SXRH
ISHSIII-IS.INT.CR.BD U.E.,IE00BDQZ5152,SXRF
VANECK JPM EM LCB ETF ADL,IE00BDS67326,EM1C
PFIS ETF-P.CB S.U.ETF EOI,IE00BF8HV717,COVR
SSGA SP.E.EU.II-EO S.L.V.,IE00BFTWP510,ZPRL
DB-X-TR.M.A.F.E.ETF(DR)2C,IE00BGDWNL65,XAFE
CONC.-DB XT M.ACWI ETF 1C,IE00BGHQ0G80,XMAW
DB-XTR.MS.N.AM.H.D.Y.I.1C,IE00BH361H73,XDND
CFS-DBXT MSCI WLD ETF 1C,IE00BJ0KDQ92,XDWD
CFS-DBXT MSCI USA ETF 1C,IE00BJ0KDR00,XD9U
S.S.E.E.II-R.2000 US S.C.,IE00BJ38QD84,ZPRR
DB-X-TR.R.MIDC.ETF DR1CDL,IE00BJZ2DC62,XRSM
DB-X-TR.RUS.2000 ETF 1CDL,IE00BJZ2DD79,XRS2
CFS-DBXT MSCI WLD ETF 1D,IE00BK1PV551,XDWL
IS C.MSCI EMIMI U.ETF DLA,IE00BKM4GZ66,IS3N
ISHSV-MSCI EM CO.GWTH DLA,IE00BKM4H197,CEMG
ISHSII-MSCI USA D.IQ DLD,IE00BKM4H312,QDVD
SSGA S.E.E.II-M.EU.CON.D.,IE00BKWQ0C77,SPYR
SSGA S.E.E.II-M.EU.CON.S.,IE00BKWQ0D84,SPYC
SSGA S.E.E.II-M.EU.ENERGY,IE00BKWQ0F09,SPYN
SSGA S.E.E.II-M.EURO.FIN.,IE00BKWQ0G16,SPYZ
SSGA S.E.E.II-M.EU.H.CARE,IE00BKWQ0H23,SPYH
SSGA S.E.E.II-M.EUR.IND.,IE00BKWQ0J47,SPYQ
SSGA S.E.E.II-M.EU.TECHN.,IE00BKWQ0K51,SPYK
SSGA S.E.E.II-M.EUR.MAT.,IE00BKWQ0L68,SPYP
SSGA S.E.E.II-M.EU.SM.CAP,IE00BKWQ0M75,SPYS
SSGA S.E.E.II-M.EU.TELEC.,IE00BKWQ0N82,SPYT
SSGA S.E.E.II-M.EUR.UTIL.,IE00BKWQ0P07,SPYU
SSGA S.E.E.II-MSCI EUROPE,IE00BKWQ0Q14,SPYE
S.S.E.E.II-R.3000 US T.M.,IE00BKY7WX37,ZPR3
CFS-DBXT.MSCI WQF.DR 1CDL,IE00BL25JL35,XDEQ
CFS-DBXT.MSCI WVF.DR 1CDL,IE00BL25JM42,XDEV
CFS-DBXT.MSCI WMV.DR 1CDL,IE00BL25JN58,XDEB
CFS-DBXT.MSCI WMF.DR 1CDL,IE00BL25JP72,XDEM
DB-XTR.S+P500 EW ETF 1CDL,IE00BLNMYC90,XDEW
P.SHS GL BUYB.ACHIEV.QD D,IE00BLSNMW37,BBCK
DB-XTR.MSCI WHCI(PD) 1CDL,IE00BM67HK77,XDWH
DB-XTR.MSCI WFIU(PD) 1CDL,IE00BM67HL84,XDWF
DB-XTR.MSCI WEIU(PD) 1CDL,IE00BM67HM91,XDW0
DB-XTR.MSCI WCSIU(PD)1CDL,IE00BM67HN09,XDWS
DB-XTR.MSCI WCDIU(PD)1CDL,IE00BM67HP23,XDWC
DB-XTR.MSCI WUIU(PD) 1CDL,IE00BM67HQ30,XDWU
DB-XTR.MSCI WTSI(PD) 1CDL,IE00BM67HR47,XWTS
DB-XTR.MSCI WMIU(PD) 1CDL,IE00BM67HS53,XDWM
DB-XTR.MSCI WITIU(PD)1CDL,IE00BM67HT60,XDWT
DB-XTR.MSCI WIIU(PD) 1CDL,IE00BM67HV82,XDWI
DB-XTR.S+P500 U.ETF 1CEOH,IE00BM67HW99,XDPE
UBS I.ETF-DL G.SEL.DIV.AD,IE00BMP3HG27,UBUM
UBS I.ETF-MSCI EMU CYC.AD,IE00BMP3HJ57,UBUN
UBS I.ETF-MSCI EMU DEF.AD,IE00BMP3HL79,UBUP
SSGA S.E.E.II-S.TR G.C.BD,IE00BNH72088,ZPRC
ISHSIV-E.MSCI W.QU.F.DL A,IE00BP3QZ601,IS3Q
ISIV-E.MSCI WMF U.ETF DLA,IE00BP3QZ825,IS3R
ISHSIV-E.MSCI W.VAL.F.DLA,IE00BP3QZB59,IS3S
ISHSIV-E.MSCI WLD S.F.DLA,IE00BP3QZD73,IS3T
ISIV-TA35ISRAEL U.ETF DLA,IE00BP3QZG05,QDVM
ISIV-MSCI FRAN. U.ETF EOA,IE00BP3QZJ36,IS3U
SSGA SP.E.EU.II-B.ML0-5Y.,IE00BP46NG52,ZPR5
DB X-T.FTSE D.E.X-UK P.1C,IE00BP8FKB21,XREA
PFIS ETF-P.LD EO C.B. EOI,IE00BP9F2J32,LDCE
DB-XTR.JPX-N.400 E.DR 1D,IE00BPVLQD13,XDNY
ISHSIV-E.MSCI EU.QU.F.EOA,IE00BQN1K562,CEMQ
ISHSIV-E.MSCI EO M.F.EO A,IE00BQN1K786,CEMR
ISHSIV-E.MSCI EUR.V.F.EOA,IE00BQN1K901,CEMS
ISHSIV-E.MSCI EUR.S.F.EOA,IE00BQN1KC32,CEMT
VE GOLD MINERS UCITSETF A,IE00BQQP9F84,G2X
VE JR GOLD MIN.UCITSETF A,IE00BQQP9G91,G2XJ
VE VECT.MRN.US WDE MOAT A,IE00BQQP9H09,GMVM
ISIV-US EQ.B.AC.U.ETF DLA,IE00BQT3VN15,CEM2
ISHSII-JPX-N.400EUR H.ACC,IE00BQT3W831,36BY
ISHSIV-MSCI CHINA A DL A,IE00BQT3WG13,36BZ
SPDR MORN.MUL.-A.GL.INFR.,IE00BQWJFQ70,ZPRI
DB-XT.MSCI GCC S.IDXETF1C,IE00BQXKVQ19,XGLF
DB-XTR.JPX-N.400 E.DR3CEH,IE00BRB36B93,XDNE
ISHSIII-MSCI T.UK RE LSD,IE00BRHZ0398,2B7N
ISHSIII-MSCI T.USA RE DLD,IE00BRHZ0620,CEM1
SOURCE-S.S+P 500 EO HDGD,IE00BRKWGL70,E500
S.S.E.E.II-B.3-5 Y.E.G.B.,IE00BS7K8821,SYB4
SP.FTS.EPRA EU.EX UK R.E.,IE00BSJCQV56,ZPRP
ISHSIV-EO G.BD 20YT.D.EOD,IE00BSKRJX20,IS05
ISHSIV-DL T.BD20+YR DL D,IE00BSKRJZ44,IS04
ISHSIII-EO C.B.BBB-BB EOD,IE00BSKRK281,IS06
SSGA S.E.E.II-M.E.S.C.V.W,IE00BSPLC298,ZPRX
SSGA S.E.E.II-M.EUR.V.WG.,IE00BSPLC306,ZPRW
SSGA S.E.E.II-M.U.S.C.V.W,IE00BSPLC413,ZPRV
SSGA S.E.E.II-M.USA V.WG.,IE00BSPLC520,ZPRU
"MEDTRONIC PLC    DL-,0001",IE00BTN1Y115,2M6
SOURCE M.-S.JPX-N.400 EOH,IE00BVGC6645,NS4E
PFISETF.-EO SH.MAT.S.EOA.,IE00BVZ6SP04,PJSR
S.S.E.E.II-S+P US C.D.S.S,IE00BWBXM278,ZPDD
SSGA S.E.E.II-S.US.CON.S.,IE00BWBXM385,ZPDS
SSGA S.E.E.II-S.US E.S.S.,IE00BWBXM492,ZPDE
SSGA S.E.E.II-S.US F.S.S.,IE00BWBXM500,ZPDF
SS.S.E.E.II-S.US H.C.S.S.,IE00BWBXM617,ZPDH
SSGA S.E.E.II-S.US I.S.S.,IE00BWBXM724,ZPDI
SSGA S.E.E.II-S.US M.S.S.,IE00BWBXM831,ZPDM
SSGA S.E.E.II-S.US T.S.S.,IE00BWBXM948,ZPDT
SSGA S.E.E.II-S.US U.S.S.,IE00BWBXMB69,ZPDU
SOURCE MKTS-S.ST.EUR.EX.A,IE00BWFDP571,EZEX
SOUR.MKTS-S.ST.JAP.EX.EOH,IE00BWFDP803,JEXE
UBS(I)-F.MS.US.L.V.AAHEO,IE00BWT3KJ20,UBUV
UBS(I)-F.MSCI US.P.V.AAHE,IE00BWT3KL42,UBUW
UBS(I)-FA.MSCI US.QU.AAHE,IE00BWT3KN65,UBUX
P.SHS S+P500 H.DIV.L.VOL.,IE00BWTN6Y99,HDLV
ISHSVII-MSCI E.DL H.ACC,IE00BWZN1T31,CEBP
UBS(I)-F.MSCI US.L.V.ADDL,IE00BX7RQY03,UBUR
UBS(I)-F.MSCI US.P.V.ADDL,IE00BX7RR706,UBUS
UBS(I)-FA.MSCI US.QU.ADDL,IE00BX7RRJ27,UBUT
UBS(I)-F.M.US.T.S.YL.ADDL,IE00BX7RRT25,UBUU
P.SHS S+P500 VEQTOR,IE00BX8ZXS68,PSVX
"ALLERGAN PLC     DL-,0001",IE00BY9D5467,A60
ISHSIV-FALL.A.H.Y.C.BDDLD,IE00BYM31M36,QDVQ
DB-XTR.IBOX.E.CO.Y.P.1D,IE00BYPHT736,XDEP
SPDR B.3-5 Y.US TRE.B.ETF,IE00BYSZ5R67,SPP3
SPDR B.5-7 Y.US TRE.B.ETF,IE00BYSZ5S74,SPP5
SPDR B.7-10Y.US TRE.B.ETF,IE00BYSZ5T81,SPP7
SPDR B.10+ Y.US TRE.B.ETF,IE00BYSZ5V04,SPPX
SPDR E.I-B.3-7 Y.EU.CO.BD,IE00BYSZ5W11,SPPI
SPDR E.I-BA.7+ Y.EU.CO.BD,IE00BYSZ5X28,SPPL
SPDR BARCL.5-7 Y.EO GV.BD,IE00BYSZ5Y35,SYB6
SPDR BARCL.5-10Y.EO GV.BD,IE00BYSZ5Z42,SYB7
SPDR BARCL.10+ Y.EO GV.BD,IE00BYSZ6062,SYBV
"RYANAIR HLDGS PLC EO-,006",IE00BYTBXV33,RY4C
DB-XTR.IBOXX EU.SO.Q.W.1D,IE00BYTRMY76,XESQ
SPDR E.I-B.3-10Y.US CO.BD,IE00BYV12Y75,SYBR
ISHSIV-SUS.M.EM.MK.SRI DL,IE00BYVJRP78,QDVS
ISIV-MSCI J.SRIEH.U.ETF A,IE00BYVJRQ85,QDVN
ISIV-MSCIUSASRI U.ETF DLA,IE00BYVJRR92,QDVR
LAM ALT.ZYFIN T.SV.BD DLA,IE00BYVJW411,TRKY
ISHSIV-MSCI JAPAN SRI DL,IE00BYX8XC17,SXR6
ISHSIV-ED.MSCI WLD M.EOHA,IE00BYXPXK00,IS07
ISHS VI-E.MSCI WL.M.V.EHA,IE00BYXPXL17,SXR0
FIDELITY US Q.INC.ETF INC,IE00BYXVGX24,FUSD
FIDELITY US Q.INC.ETF ACC,IE00BYXVGY31,FUSA
FIDELITY GL.QUAL.INC. INC,IE00BYXVGZ48,FGEQ
P.SHS FTSE E.M.H.D.L.V.DL,IE00BYYXBF44,EHDL
LAM SUN GL.ZYFIN I.SEB DL,IE00BYZ5HD97,GNT1
ISHS IV-AUTO.+ROBOTIC.ETF,IE00BYZK4552,2B76
ISHS IV-AGEING POPUL.ETF,IE00BYZK4669,2B77
ISHS IV-HEALTHC.INNOV.ETF,IE00BYZK4776,2B78
ISHSIV-DIGITILASATION DLA,IE00BYZK4883,2B79
ISHSII-EOCB S.S.0-3YR EOD,IE00BYZTVV78,QDVL
CFS-DB-X-TR.B.DL C.B.1DDL,IE00BZ036H21,XDGU
CFS-DB-X-TR.B.DL CB 2DEOH,IE00BZ036J45,XDGE
SPDR B.10+Y.US COR.BD ETF,IE00BZ0G8860,SYBN
SPDR BARCL.US TIPS ETF,IE00BZ0G8977,SYBY
SPDR MSCI JAPAN ETF AYNU,IE00BZ0G8B96,ZPDJ
SPDR MSCI JAPAN ETF AEOH,IE00BZ0G8C04,ZPDW
ISHSIV-E.MSCI USA MUL.DLA,IE00BZ0PKS76,IBCY
ISHSIV-E.MSCI WLD MUL.DLA,IE00BZ0PKT83,IBCZ
ISIV-E.MSCI E.M.U.ETF EOA,IE00BZ0PKV06,IBC0
UBS ETFS-CMCI EX-A.SF DAA,IE00BZ2GV965,UEQU
P.SHS EU.S.50 H.D.L.V.U.E,IE00BZ4BMM98,EHDV
ISIV-US MO.B.SE.U.ETF DLD,IE00BZ6V7883,QDVP
CHECK POINT SOFTW. TECHS,IL0010824113,CPW
"GVC HOLDINGS PLC   EO-,01",IM00B5VQMV65,6GI
GENERALI             EO 1,IT0000062072,ASG
"INTESA SANPAOLO   EO 0,52",IT0000072618,IES
"MEDIASET S.P.A.   EO 0,52",IT0001063210,MDS
ENEL S.P.A.          EO 1,IT0003128367,ENL
ENI S.P.A.,IT0003132476,ENI
TELECOM ITALIA,IT0003497168,TQI
TELECOM ITALIA RNC,IT0003497176,TQIR
"GEOX S.P.A.        EO-,10",IT0003697080,GHH
UNICREDIT,IT0005239360,CRIN
"SHIRE PLC          LS-,05",JE00B2QKY057,S7E
"GLENCORE PLC      DL -,01",JE00B4T3BW64,8GC
CANON INC.,JP3242800005,CNN1
SONY CORP.,JP3435000009,SON1
SOFTBANK GROUP CORP.,JP3436100006,SFT
TOSHIBA CORP.,JP3592200004,TSE1
TOYOTA MOTOR CORP.,JP3633400001,TOM
NIPPON TEL. TEL.,JP3735400008,NTT
NINTENDO CO. LTD,JP3756600007,NTO
FANUC CORP.,JP3802400006,FUC
"TENCENT HLDGS   HD-,00002",KYG875721634,NNND
RTL GROUP,LU0061462528,RRTL
UBS ETF-EURO STOXX 50 A-D,LU0136234068,UIM1
UBS-ETF-MSCI USA INH.A,LU0136234654,UIM6
UBS-ETF-MSCI JAPAN INH.A,LU0136240974,UIM5
UBS-ETF FTSE 100 INH.A,LU0136242590,UIM3
UBS-ETF-MSCI EMU A,LU0147308422,UIM4
BNPPE.-F.E./N.E.C.UEQDDEO,LU0192223062,IM2A
M.A.-J.R.INT.COM.IN.UETF,LU0249326488,M9SA
"CPI PROPERTY GRP   EO-,10",LU0251710041,O5G
MUL-LYXOR DAX DR UC.ETF,LU0252633754,LYY7
MUL-LYX.DLY.LEVDAX UC.ETF,LU0252634307,LYY8
M.A.-RICI METALS IN.UETF,LU0259320728,M9SC
M.A.-RICI AGRIC.IND.UETF,LU0259321452,M9SB
MA.-NYSE AR.GO.BU.IN.UETF,LU0259322260,M9SD
M.A.-DAXGLOB.ASIA IN.UETF,LU0259323235,M9SF
M.A.-DAXGL BRIC IN.UETF,LU0269999792,M9SH
M.A.-DAXGL RUSSIA IN.UETF,LU0269999958,M9SJ
DB X-TR.MSCI WLD.IDX.1C,LU0274208692,DBXW
DB X-TR.MSCI EUR.IDX.DR1C,LU0274209237,DBXA
DB X-TR.MSCI J.I.(DR)1C,LU0274209740,DBXJ
DB X-TR.MSCI USA INDEX 1C,LU0274210672,DBXU
DB X-TR.EO STOXX 50 DR 1D,LU0274211217,DBXE
DB X-TRACK.DAX ETF(DR)1C,LU0274211480,DBXD
DB X-T.FTSE MIB ETF DR 1D,LU0274212538,DBXI
DB X-TR.SW.L.C.ETF DR 1D,LU0274221281,DBXS
DBXTR.II-EUROZ.G.B.(DR)1C,LU0290355717,DBXN
DBXTR.II-E.G.B.1-3(DR)1C,LU0290356871,DBXP
DBXTR.II-E.G.B.3-5(DR)1C,LU0290356954,DBXQ
DBXTR.II-EGB.5-7 UE(DR)1C,LU0290357176,DBXR
DBXT.II-EGB.7-10 UE(DR)1C,LU0290357259,DBXB
DBXT.II-E.G.B.10-15(DR)1C,LU0290357333,DBXC
DBXTR.II-E.G.B.15+(DR) 1C,LU0290357507,DBXF
DBXTR.II-E.G.B.25+(DR) 1C,LU0290357846,DBXG
DBXTII-G.I.L.B.UETF(DR)1C,LU0290357929,DBXH
DBXTRII-EILB.U.ETF(DR) 1C,LU0290358224,DBXK
DB X-TR.II-EONIA 1C,LU0290358497,DBXT
DB X-TR.II-ITR.EU. 1C,LU0290358653,DXSQ
DB X-TR.II-ITR.CR. 1C,LU0290359032,DBXM
DB X-TR.EU.ST.S.D.30DR 1D,LU0292095535,DXSA
DB X-TR.S.GL SE.DI.100 1D,LU0292096186,DXSB
DB X-TR.FTSE100(DR)INC.1D,LU0292097234,DBXX
DB X-TR.FTSE 250(DR)1D,LU0292097317,DBXY
DB X-TR.FTSE ALL-SH.DR 1D,LU0292097747,DBXZ
DB X-TR.MSCI K.I.ETFDR1C,LU0292100046,DBX8
DB X-TR.ST.E.600 BA.RE.1C,LU0292100806,DXSC
DB X-TR.ST.E.600 OIL+G.1C,LU0292101796,DXSD
DB X-TR.ST.E.600 HE.CA.1C,LU0292103222,DXSE
DB X-TR.ST.E.600 BANKS 1C,LU0292103651,DXSF
DB X-TR.ST.E.600 TELEC.1C,LU0292104030,DXSG
DB X-TR.ST.E.600 TECHN.1C,LU0292104469,DXSH
DB X-TR.ST.E.600 UTILI.1C,LU0292104899,DXSI
DB X-TR.ST.E.600 FO.+B.1C,LU0292105359,DXSK
DB X-TR.ST.E.600 IN.GO.1C,LU0292106084,DXSL
DB X-TR.DBLCI-OY BAL. 1C,LU0292106167,DXSM
DB X-TR.SHORTDAX DAILY 1C,LU0292106241,DXSN
DB X-T. EO ST.50 SH.DA.1C,LU0292106753,DXSP
DB X-TR.MSCI EM IDX.1C,LU0292107645,DBX1
DB X-TR.MSCI EM ASIA I.1C,LU0292107991,DBX2
DB X-T.MSCI EM LATAM I.1C,LU0292108619,DBX3
DB X-TR.MSCI EM EMEA I.1C,LU0292109005,DBX4
DB X-TR.MSCI TAI.I.E.DR1C,LU0292109187,DBX5
DB X-TR.MSCI BR.I.(DR) 1C,LU0292109344,DBX6
DB X-TR.NIFTY 50 U.E.1C,LU0292109690,DBX7
DB X-TR.FTSE CH.50ETF(DR),LU0292109856,DBX9
"SAF HOLLAND S.A.   EO-,01",LU0307018795,SFQ
DB X-TR.II-ITR.CR.S.D.1C,LU0321462870,DXST
DBXTR.II-E.M.L.E.BD 1CEOH,LU0321462953,DXSU
DB X-T.II-S.I.EO S.E.D.1C,LU0321463258,DXSV
DB X-TR.II-IB.G.C.T.1C,LU0321463506,DXSW
DB X-TR.II-STG CASH 1D,LU0321464652,DXS1
DB X-TR.II-FED FDS. 1C,LU0321465469,DXSZ
DBX-TRA.-SLI U.ETF(DR)1D,LU0322248146,DXS0
DB X-TR.LPX MM PR.EQ.  1C,LU0322250712,DX2D
DB X-TR.CAC 40 ETF(DR) 1D,LU0322250985,DX2G
DB X-TR.S+P 500 INV.DA.1C,LU0322251520,DXS3
DB X-T.MSCI AC.A.EX JI.1C,LU0322252171,DXS5
DB X-TR.MSC.P.E.J.I(DR)1C,LU0322252338,DXS6
DB X-TR.MSCI RUS.C.I.U.1C,LU0322252502,DBXV
DB X-TR.FTSE VIETNAM 1C,LU0322252924,DXS7
DB X-TR.S+P GLOB.INF.  1C,LU0322253229,DX2E
DB X-TR.MSCI E.M.C.I.DR1C,LU0322253732,DX2I
DB X-TR.MSCI EU.S.C.DR 1C,LU0322253906,DX2J
DB X-TR.FTSE 100 SH.DA.1C,LU0328473581,DX2K
DB X-TR.S+P/ASX200 ETF 1D,LU0328474803,DX2S
DB X-TR.S.E.600U.E.(DR)1C,LU0328475792,DX2X
DB X-TR.S+P SEL.FRONT. 1C,LU0328476410,DX2Z
DB X-TR.II-EONIA 1D,LU0335044896,DX22
UBS-ETF-MSCI WORLD INH. A,LU0340285161,UIM7
COMST.-E.STOXX 50 U.ETF I,LU0378434079,C050
COMS.-E.STOXX SD30 UETF I,LU0378434236,C051
CS.-STX.EU.600 NR U.ETF I,LU0378434582,C060
CS.-SX.E.600AP NR U.ETF I,LU0378435043,C061
CS-S.E.600 BANK.N.U.ETF I,LU0378435399,C062
CS-S.EU.600B.R.NR U.ETF I,LU0378435472,C063
CS-S.EU.600 CH.NR U.ETF I,LU0378435555,C064
COMS.-S.E.600CM N.U.ETF I,LU0378435639,C065
CS.-S.E.600 FS NR U.ETF I,LU0378435712,C066
COMS.-S.E.600FB N.U.ETF I,LU0378435803,C067
COMS.-ST.E.600HC N.U.E. I,LU0378435985,C068
CS-S.E.600 IG+S N.U.ETF I,LU0378436017,C069
COMS.-S.EU.600I.N.U.ETF I,LU0378436108,C070
COMS.-S.E.600 M.N.U.ETF I,LU0378436363,C071
COMS.-S.E.600 OGN.U.ETF I,LU0378436447,C072
COMS.-S.E.600PHGN.U.ETF I,LU0378436520,C073
COMS.-S.E600R.E.N.U.ETF I,LU0378436793,C074
COMS.-S.E.600RE.N.U.ETF I,LU0378436876,C075
COMS.-S.EU.600T.N.U.ETF I,LU0378437098,C076
COMS.-S.E.600TE.N.U.ETF I,LU0378437171,C077
COMS.-S.E600T+L N.U.ETF I,LU0378437254,C078
COMS.-S.E.600UT.N.U.ETF I,LU0378437338,C079
C.S.-DJ INDUST.AV.U.ETF I,LU0378437502,C010
C.S.-COM.EON.I.TR U.ETF I,LU0378437684,C100
CS-COBA-FED-FUND IU ETF I,LU0378437767,C101
COMSTAGE-DAX UCITS ETF I,LU0378438732,C001
COMST.-NASDAQ-100 U.ETF I,LU0378449770,C011
COMST.-NIKKEI225 U.ETF I,LU0378453376,C020
DB X-TR.II GL G.BD U.E.1C,LU0378818131,DBZB
DB X-TR.EO STOXX 50 DR 1C,LU0380865021,DXET
COMS.-MSCI WORL.T.U.ETF I,LU0392494562,X010
C.MSCI EUROPE TRN U.ETF I,LU0392494646,X011
C.S.-MSCI EMU TRN U.ETF I,LU0392494729,X012
C.-MSCI NO.AM.TRN U.ETF I,LU0392494992,X013
C.S.-MSCI PACIF.T.U.ETF I,LU0392495023,X014
C.MSCI PAC.EXJP.T.U.ETF I,LU0392495296,X015
C.-MSCI EM E.E.XR.U.ETF I,LU0392495379,X016
C.S.-MSCI JPN TRN U.ETF I,LU0392495452,X017
CS.-CS.D.JO.RU.GDR UETF I,LU0392495536,X018
COMS.-MSCI TAIW.T.U.ETF I,LU0392495619,X019
C.S.-MSCI USA TRN U.ETF I,LU0392495700,X020
CS.-CS.S+P M.C.400 UETF I,LU0392495965,X022
CS.-CS S+P S.C.600 UETF I,LU0392496005,X023
C.-MSCI E.LAR.C.T.U.ETF I,LU0392496187,X024
C.-MSCI E.MD.CP.T.U.ETF I,LU0392496260,X025
C.-MSCI E.SM.CP.T.U.ETF I,LU0392496344,X026
COMST.-DJ S.T.30N.U.ETF I,LU0392496427,C030
COMSTAGE-ATX UCITS ETF I,LU0392496690,C031
COMSTA.-TOPIX UCITS ETF I,LU0392496773,C021
CS-EO SX50DL.SH.G.U.ETF I,LU0392496856,C052
CS-EO SX50DL.LEVE.U.ETF I,LU0392496930,C053
DB X-TR.PTF.TOT.RET.1C,LU0397221945,DBX0
DB X-TR.SHORTDAX X2 DA.1C,LU0411075020,DBPD
DB X-TR.LEVDAX DAILY 1C,LU0411075376,DBPE
DB X-TR.DBCB-L.E.B.1C,LU0411078123,DX26
DB X-TR.S+P500 2X LE.D.1C,LU0411078552,DBPG
DB X-T.SP500 2X I.D.2XIIC,LU0411078636,DBPK
DB X-T.MSCI PAN-EO IDX.1C,LU0412624271,DX29
COMST.-CAC 40 UCITS ETF I,LU0419740799,CD40
COMS.-CAC40 SH.GR U.ETF I,LU0419740955,CD41
COMS.-CAC40 LEVER.U.ETF I,LU0419741094,CD42
CS.CO.C.EX-AG.EWT.U.ETF I,LU0419741177,C090
DB X-T.II-IB.DLT.1-3ETF1C,LU0429458895,D5BE
DB X-T.II-IB.DL TR.(DR)1D,LU0429459356,XUTD
DB X-T.IIUS TR.I.-L.DR 1C,LU0429459513,D5BF
DB X-TR.DB COM.BST.BBG 2C,LU0429790743,DBZN
COMST.-PSI 20 UCITS ETF I,LU0444605215,CD47
COMS.-PSI20 LEVER.U.ETF I,LU0444605306,CD48
C-IBO.E.L.S.D.O.T.U.ETF I,LU0444605645,X500
C-I.E.L.S.D.3M-1T.U.ETF I,LU0444605728,X501
C.IB.E.L.S.D.1-3T.U.ETF I,LU0444605991,X502
C.-I.E.L.S.D.3-5T.U.ETF I,LU0444606023,X503
C.-I.E.L.S.D.5-7T.U.ETF I,LU0444606296,X504
C-I.E.L.S.D.7-10T.U.ETF I,LU0444606379,X505
C.I.E.L.S.D10-15T.U.ETF I,LU0444606452,X507
C.IB.E.L.S.D.15+T.U.ETF I,LU0444606536,X508
C.IB.E.L.S.D.25+T.U.ETF I,LU0444606619,X509
C.I.E.S.G.C.3M-2T.U.ETF I,LU0444606700,8520
C.IB.E.S.G.C.1-5T.U.ETF I,LU0444606882,8521
C.I.E.S.G.C.5-10T.U.ETF I,LU0444606965,8522
C.IB.E.S.G.C.10+T.U.ETF I,LU0444607005,8523
C.-IB.E.S.I-L.E-I.U.ETF I,LU0444607187,8530
UBS-ETF-MSCI EUROPE A,LU0446734104,UIMA
UBS-ETF-MSCI EMU VALUE A,LU0446734369,UIME
UBS-ETF-MSCI PAC.EX JAP.A,LU0446734526,UIMD
UBS-ETF-MSCI CANADA A,LU0446734872,UIM9
DB X-T.II-IB.G. 1D,LU0468896575,D5BB
DB X-T.II-IB.G.1-3 1D,LU0468897110,D5BC
EXCEET GROUP SE RED. A,LU0472835155,EXC
DB X-TR.MSCI MEX.I.DR 1C,LU0476289466,D5BI
DBXTR.-MSCI CA.IN.(DR)1C,LU0476289540,D5BH
DB X-T.MSCI IND.IDX.I 1C,LU0476289623,XAIN
DBXTII-EUR C.B.UETF DR 1C,LU0478205379,D5BG
UBS-ETF-MSCI EMERG.MKTS A,LU0480132876,UIMI
DB X-TR.II AUS.DL CASH 1C,LU0482518031,XCSD
DBXT.II-EUR C.B.E.F.DR IC,LU0484968655,XB4N
DBXTII-ESG ECB.UETF(DR)1C,LU0484968812,XB4F
DBX-TRII-IB.S.EOZ.AAA 1C,LU0484969463,XBAT
DBXTR.-MSCI EU.V.F.(DR)1C,LU0486851024,D5BL
COMSTAGE-S+P 500 U.ETF I,LU0488316133,C012
COMSTA.-FTSE100TR U.ETF I,LU0488316216,8H81
COMSTAGE-HSI UCITS ETF I,LU0488316729,C022
COMSTA.-HSCEI UCITS ETF I,LU0488316992,C023
COMST.-FR DAX UCITS ETF I,LU0488317024,C002
CS-FR EO STOXX 50 U.ETF I,LU0488317297,C054
C.-I.E.G.C.C.3-5T.U.ETF I,LU0488317370,C541
C.-I.E.G.C.C.5-7T.U.ETF I,LU0488317453,C542
C.I.E.G.C.C.7-10T.U.ETF I,LU0488317537,C543
C.-IB.E.G.C.C.O.T.U.ETF I,LU0488317610,C540
C.S.-NYSE AR.GO.B.U.ETF I,LU0488317701,CD91
DB X-T.FTSE E/N DE RE 1C,LU0489337690,D5BK
DB X-TR.S+P500 1CDL,LU0490618542,D5BM
DBXT.II-A.G.B.UETF(DR) 1C,LU0494592974,XCS2
MUL-LYX.S+P500UC.ETF D-EO,LU0496786574,LYPS
MUL-LY.CAS+PTSX60UETF DEO,LU0496786731,LYPT
MUL-LYX.AU.S+PASX200UEDEO,LU0496786905,LYPU
C.S.-COM.BU.-FU.T.U.ETF I,LU0508799334,5X60
DB X-TR.MSCI M.I.(DR)1CDL,LU0514694370,XCS3
DB X-T.MSCI TH.I.(DR)1CDL,LU0514694701,XCS4
DB X-TR.MSCI IND.IDX.1CDL,LU0514695187,XCS5
DB X-T.MSCI CH.I.(DR)1CDL,LU0514695690,XCS6
DB X-T.II-IB.S.E.Y.P.1C,LU0524480265,XY4P
C.S.-COM.B.-F.L.T.U.ETF I,LU0530118024,5X61
COMS.-CO.B.-F.S.T.U.ETF I,LU0530119774,5X62
C.-CO.BU.-F.D.S.T.U.ETF I,LU0530124006,5X63
MUL-LYX.MSCI WCD U.ETFCEO,LU0533032008,LYPA
MUL-LYX.MSCI WCS TRUE CEO,LU0533032263,LYPB
MUL-LYX.MSCI W.EN.TRUECEO,LU0533032420,LYPC
MUL-LYX.MSCI W.FI.TRUECEO,LU0533032859,LYPD
